name,price,discount,memory,display,camera,battery,warranty,processor
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹26,110",37% off,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,6400 mAh Battery
Kechaoda A27,₹887,38% off,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA+ Display,800 mAh Battery,NO WARRANTY,NO WARRANTY,800 mAh Battery
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹46,999",32% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹81,495",41% off,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Snapdragon 8 Gen 3 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹11,999",10% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",10% off,12 GB RAM | 256 GB ROM,20.32 cm (8 inch) QXGA+ Display,200MP + 12MP + 10MP | 10MP Front Camera,4400 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Snapdragon 8 Elite for Galaxy Processor
"IQOO Z10X 5G (Titanium, 128 GB)","₹13,790",13% off,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,6500 mAh Battery
"vivo T4R 5G (Twilight Blue, 256 GB)","₹23,499",10% off,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,5700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 7400 5G Processor
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹8,699",10% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹10,749",12% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Tecno Pova 6 Neo 5G (Azure Sky, 128 GB)","₹11,999",40% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,108MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone,Dimensity 6300 5G Processor
"Infinix Hot 60 5G+ (Sleek Black, 128 GB)","₹10,499",12% off,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 7020 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹19,999",31% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)","₹20,999",23% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 13MP + 10MP | 32MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Snapdragon 7 Gen 1 Accelerated Edition Processor
"realme 15 5G (Flowing Silver, 128 GB)","₹25,999",11% off,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mediatek Dimensity 7300+ 5G Processor
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹33,999",32% off,8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7 Gen 4 Processor
"vivo Y19e (Titanium Silver, 64 GB)","₹7,999",28% off,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) Display,13MP + 0.08MP | 5MP Front Camera,5500 mAh Battery,1 Year Warranty on the Product and 6 Months Warranty on the Accessories,T7225 Processor
"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)","₹81,677",41% off,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Snapdragon 8 Gen 3 Processor
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹35,999",29% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹11,999",22% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Infinix Hot 60 5G+ (Tundra Green, 128 GB)","₹10,499",31% off,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 7020 Processor
"Infinix Hot 60 5G+ (Shadow Blue, 128 GB)","₹10,499",26% off,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Dimensity 7020 Processor
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹17,499",13% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
Kechaoda A26,₹898,40% off,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,NO WARRANTY,NA Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹13,499",38% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹19,999",22% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Ai+ Pulse (Blue, 64 GB)","₹5,499",32% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,T615 Processor
"Tecno Pova 7 5G (Geek Black, 128 GB)","₹14,999",37% off,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone,Dimensity 7300 Ultimate Processor
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹46,999",32% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹11,999",11% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Tecno Pova 7 5G (Magic Silver, 128 GB)","₹14,999",11% off,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone,Dimensity 7300 Ultimate Processor
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",₹956,41% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,SC6531E Processor
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹8,699",13% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"POCO M7 Pro 5G (Lunar Dust, 128 GB)","₹12,999",31% off,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 20MP Front Camera,5110 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Dimensity 7025 Ultra Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹10,749",17% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹19,999",10% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"IQOO Z10X 5G (Titanium, 128 GB)","₹15,290",17% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,6500 mAh Battery
"IQOO Z10X 5G (Ultramarine, 128 GB)","₹15,280",40% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,1 Year on Handset and 6 Months on Accessories,6500 mAh Battery
"realme 15 5G (Flowing Silver, 128 GB)","₹25,999",23% off,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mediatek Dimensity 7300+ 5G Processor
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹33,999",10% off,8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7 Gen 4 Processor
"Apple iPhone 16 Pro Max (Black Titanium, 256 GB)","₹1,24,900",24% off,256 GB ROM,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,"A18 Pro Chip, 6 Core Processor Processor"
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)","₹24,199",28% off,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,1 Year Warranty,7100 mAh Battery
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹35,999",41% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Infinix Note 50s 5G+ (Titanium Grey, 256 GB)","₹17,999",23% off,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories,Dimensity 7300 Ultimate Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹11,999",40% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹17,499",37% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Infinix Note 50s 5G+ (Marine Drift, 256 GB)","₹17,999",39% off,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories,Dimensity 7300 Ultimate Processor
"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)","₹23,298",31% off,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7300 mAh Battery,1 Year,7300 mAh Battery
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹13,499",21% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹19,999",12% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Tecno Pova 7 5G (Geek Black, 256 GB)","₹15,999",13% off,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Phone,Dimensity 7300 Ultimate Processor
"Motorola g64 5G (Mint Green, 128 GB)","₹13,999",40% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year on Handset and 6 Months on Accessories,Dimensity 7025 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹11,999",39% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)","₹32,999",32% off,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,Dimensity 8350 Processor
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹46,999",11% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Google Pixel 9A (Iris, 256 GB)","₹49,999",37% off,8 GB RAM | 256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP | 12MP Front Camera,5100 mAh Battery,1 Year Domestic Warranty,Tensor G4 Processor
"Google Pixel 8a (Porcelain, 128 GB)","₹37,999",32% off,8 GB RAM | 128 GB ROM,15.49 cm (6.1 inch) Full HD+ Display,64MP + 13MP | 13MP Front Camera,4404 mAh Battery,1 Year Domestic Warranty,Tensor G3 Processor
"MOTOROLA G96 5G (Pantone Cattleya Orchid, 256 GB)","₹19,999",25% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,7s Gen 2 Processor
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹8,699",25% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹10,749",41% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 256 GB)","₹21,999",36% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year,5500 mAh Battery
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 256 GB)","₹21,928",13% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5500 mAh Battery,1 year,5500 mAh Battery
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹19,999",10% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)","₹19,999",33% off,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,7s Gen 2 Processor
"realme 15 5G (Flowing Silver, 128 GB)","₹25,999",39% off,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mediatek Dimensity 7300+ 5G Processor
"realme 15 Pro 5G (Flowing Silver, 256 GB)","₹33,999",40% off,8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 50MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Snapdragon 7 Gen 4 Processor
"POCO C75 5G (Enchanted Green, 128 GB)","₹8,499",31% off,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4s Gen 2 5G Processor
"Tecno Pova 6 Neo 5G (Aurora Cloud, 128 GB)","₹11,999",25% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,108MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone,Dimensity 6300 5G Processor
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)","₹35,999",25% off,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4700 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400e Processor
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹11,999",23% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",₹939,40% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,SC6531E Processor
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹11,463",28% off,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty,6000 mAh Battery
"Samsung Galaxy F36 5G (Violet, 128 GB)","₹17,499",41% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"REDMI Note 14 SE 5G (Mystique White, 128 GB)","₹14,999",31% off,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 20MP Front Camera,5110 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories,Dimensity 7025 Ultra Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹13,499",21% off,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹19,999",37% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"IQOO Z10 Lite 5G (Cyber Green, 256 GB)","₹13,780",31% off,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty,6000 mAh Battery
"Samsung Galaxy F36 5G (Black, 128 GB)","₹18,999",21% off,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
"Samsung Galaxy S24 5G (Amber Yellow, 128 GB)","₹46,999",36% off,8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Exynos 2400 Processor
"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹11,999",13% off,6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"realme C71 (Obsidian Black, 64 GB)","₹7,699",31% off,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6300 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,T7250 Processor
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹26,633",40% off,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,1 Year Warranty,7100 mAh Battery
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹8,699",25% off,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"CMF by Nothing Phone 2 Pro (Black, 128 GB)","₹18,999",32% off,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturing Warranty,Dimensity 7300 Pro 5G Processor
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹10,749",37% off,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Dimensity 6300 Processor
"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹19,999",31% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung Exynos 1380 Processor
